"Classical"	"Basal"	"Exo"	"hgnc_symbol"
"NEURL3"	-0.343164318321097	-0.736963359900879	0.690103026773139	"NEURL3"
"ELF3"	1.47911639007431	-0.0983486107561587	-1.71427924467716	"ELF3"
"CCDC141"	-0.183756127377089	-0.975116878459705	0.537775247933954	"CCDC141"
"IHH"	3.15605997122589	-1.59101852229691	-3.05415302010916	"IHH"
"RYK"	-0.157522021862265	1.62422241740476	-1.42798099829669	"RYK"
"LRRC2"	-0.245189069899056	-0.261852571459228	0.317357829311936	"LRRC2"
"YEATS2"	-0.181400123965491	1.68819792990645	-1.4870258364872	"YEATS2"
"KLF15"	-0.355301173914112	-0.0285765766475714	0.335093500015398	"KLF15"
"MFI2"	-1.13748248731117	2.76789666400504	-2.00626119015458	"MFI2"
"FBXW12"	-0.623138667589924	-0.344746560030051	0.6283001790554	"FBXW12"
"NPY5R"	-0.770035500223548	0.633741560948705	0.252614317113228	"NPY5R"
"KLKB1"	-0.282478045873966	0.0602524706772325	0.197667329104317	"KLKB1"
"ACSL6"	-0.583801948172276	0.036165296655234	0.461124005859422	"ACSL6"
"FREM1"	-0.686467199407952	0.198822945940881	0.470627295898582	"FREM1"
"CLDN2"	1.12720286978408	-1.54181049613356	-0.438572315862143	"CLDN2"
"PHYHIPL"	-0.331968946191999	-0.203088629015941	0.388469595699201	"PHYHIPL"
"CRYL1"	1.35741048058484	-0.0482737313637712	-1.56966855567	"CRYL1"
"PKNOX2"	-0.681431638404419	0.526775671315939	0.238845595790387	"PKNOX2"
"NDRG2"	0.769552956028464	-0.109776775981481	-0.74744352573682	"NDRG2"
"E2F7"	-0.545723952949179	2.7628365658759	-2.70745302264614	"E2F7"
"PPFIBP2"	1.44871111533493	-0.294286477639217	-1.47889039189966	"PPFIBP2"
"RIC3"	-0.735286157227166	0.213283433833357	0.49695488013993	"RIC3"
"ATF7IP2"	1.34692633274432	-0.108150987187336	-1.47972551136763	"ATF7IP2"
"MYO1A"	3.11588160056034	-2.42532312423626	-2.51477994201166	"MYO1A"
"MTMR10"	0.649299957063489	0.37953090337699	-0.996926522039104	"MTMR10"
"LINC00483"	3.9416843076459	-2.22441257404929	-3.72646989005669	"LINC00483"
"PRR15L"	1.58080877915205	-0.491681542801775	-1.50944328801321	"PRR15L"
"CA4"	-0.66309252264162	-2.12476814971744	1.32712701402306	"CA4"
"CYP2S1"	2.74070342108794	-1.3013719228071	-2.62197875742758	"CYP2S1"
"AXL"	-0.800887683638938	2.3750908756209	-1.75841948514176	"AXL"
"TTYH1"	-1.59194930242176	-1.56572858899313	2.04837250018368	"TTYH1"
"GGT6"	0.955040419217283	-0.616817364975482	-0.64776539022353	"GGT6"
"GLYCTK"	1.71613257395046	-0.479050285360211	-1.69388144920714	"GLYCTK"
"PTF1A"	-3.43634452163823	-2.46930194043937	3.53045086165758	"PTF1A"
"DEGS2"	2.28868349908649	-1.58417024385646	-1.79798548251097	"DEGS2"
"CCDC110"	-0.316911637350633	0.985256556144813	-0.339058210701244	"CCDC110"
"CTRB2"	-4.29780359722936	-3.32479935628628	4.57385409483078	"CTRB2"
"KCNAB1"	-0.613484765851923	0.266751166970657	0.36153996406179	"KCNAB1"
"UMOD"	-1.72775906137785	-2.08115818371963	2.01650631425353	"UMOD"
"GP2"	-3.62320235396032	-3.73944444605181	4.28834455502102	"GP2"
"MUC15"	-1.24511043458806	-0.0677412088820235	1.05318951151138	"MUC15"
"GJB1"	1.07980674069826	-0.735631529140286	-0.723712853520032	"GJB1"
"CTNND2"	-0.862303112803388	-0.720643079232996	1.11540320970787	"CTNND2"
"OTUD7A"	-0.095782012700246	0.47064030668642	-0.224069804289995	"OTUD7A"
"MYO7B"	2.24199688386878	-2.26504503357684	-1.48170926227517	"MYO7B"
"MYRIP"	0.000348292943570262	-0.560949181147681	0.248651692797982	"MYRIP"
"SERPINA6"	-1.15299622069275	-1.23871930420324	1.58753210910642	"SERPINA6"
"SMAGP"	1.28023742599936	0.192470213083543	-1.70214865567021	"SMAGP"
"FOXA3"	2.27688799820054	-1.17446578951844	-2.00569306854863	"FOXA3"
"CELP"	-3.50813781809392	-2.28335048529827	3.52518087961279	"CELP"
"CEL"	-4.2497487422555	-3.27873731330657	4.52503555334134	"CEL"
"PLA2G1B"	-4.32104616160869	-3.84644774843668	4.80135892206378	"PLA2G1B"
"PDGFD"	-0.349807954443165	0.0706478019141843	0.274296259889705	"PDGFD"
"GIMAP8"	-0.537029158989086	0.653363097467688	0.0124400009226315	"GIMAP8"
"FUT3"	1.29484825966852	0.429460114626312	-2.04274517366371	"FUT3"
"KCNK3"	-1.00943315762825	0.0095105892001778	0.842786666109037	"KCNK3"
"ANO5"	0.746015070978267	-0.467354488920387	-0.520115166344732	"ANO5"
"LGALS4"	2.26184151705282	-1.07619059545638	-2.05412657162975	"LGALS4"
"PAH"	-1.02139702440555	-2.28709943660627	1.75017113296233	"PAH"
"GATM"	-0.0509032385226755	-1.30568089128919	0.672180085005508	"GATM"
"REG3A"	-4.89650920835402	-3.18555745649786	4.80212935375581	"REG3A"
"REG1B"	-3.84938525093591	-3.14003292453678	4.22654515771461	"REG1B"
"B3GALT1"	0.206169136408969	0.545878305444663	-0.437537197196529	"B3GALT1"
"PDZD3"	2.70325580227257	-1.63443424297923	-2.32912675409796	"PDZD3"
"SNTG2"	-0.896969243724528	-0.234940165440764	0.804384798728481	"SNTG2"
"MIR4435-1HG"	-0.130064324676639	1.72970682078455	-1.62190662962345	"MIR4435-1HG"
"ADCY5"	-0.718228498307927	-0.186734431936736	0.739236440096586	"ADCY5"
"AGR3"	2.17797176452401	-0.58417584857125	-2.3489151619983	"AGR3"
"TRAM1L1"	-0.379935006491158	1.47621633790877	-0.821079537829268	"TRAM1L1"
"SLC29A2"	1.36089668508915	0.0408827227428671	-1.66073758919832	"SLC29A2"
"BRSK2"	-1.11069168941345	0.0729768457122821	0.86464742593708	"BRSK2"
"MARCKSL1"	1.37509984514022	-0.0141996477463684	-1.63859169223701	"MARCKSL1"
"ANKS4B"	2.5313136267569	-1.55420694257756	-2.13928421660241	"ANKS4B"
"PNLIP"	-4.66671193055825	-3.81984527880704	5.00846377091633	"PNLIP"
"KCNE3"	2.37387013669748	-1.21633517063694	-2.11534733083022	"KCNE3"
"GPX2"	2.01044210411336	-1.38180962934951	-1.52496859388954	"GPX2"
"LPCAT4"	1.60961779468425	0.0756542774018806	-2.1375362710618	"LPCAT4"
"PRR15"	1.5144148371619	0.119848736106555	-2.00389211893514	"PRR15"
"GNG7"	-0.368612350725086	0.10368654907092	0.266682811321338	"GNG7"
"ERICH5"	0.426541983210234	-1.03560564703078	0.0936454858341909	"ERICH5"
"MBOAT4"	-0.89702095352492	-0.427791101880723	0.967113089099541	"MBOAT4"
"AP3S1"	0.0192702101374693	1.51054568420468	-1.5073265113181	"AP3S1"
"ERBB4"	-0.477657897791947	0.091303512521402	0.340578258826514	"ERBB4"
"GPR35"	1.5870385807949	-0.0422870596298955	-1.94201797901413	"GPR35"
"TMEM52"	-0.668176185061648	-0.758679995001138	0.922507428730835	"TMEM52"
"GIMAP7"	-0.484430897297069	0.282871066896744	0.245446111258402	"GIMAP7"
"SYCN"	-4.15901039307622	-3.57925309574094	4.58789224627141	"SYCN"
"TDRP"	-0.263840008537299	0.650888224297471	-0.2257528768562	"TDRP"
"DIP2C-AS1"	1.03394290900211	-0.487656463424377	-0.828243693142256	"DIP2C-AS1"
