GeneSymbol	Desnoplastic	Stroma Activated	Immune classical	Pure classical	pure basal-like
CD93	4.71046829881862	4.06147074611357	4.20260744400076	3.86856077238794	3.7043807917816
SPINK4	3.73268865850927	3.65847859977187	5.03247178932692	4.62476744953607	3.69510689840099
NPR3	4.43732983162717	5.02026940862194	3.98852432800286	4.33240137191718	3.6755198881623
SLC40A1	4.82751403502711	4.95255864871214	5.17947483931223	5.77867214501618	3.64711397486426
SEMA4G	3.96833068255979	4.16823167616651	4.15366759919364	4.96873343189545	3.63816966622309
TMEM88	4.37391394707009	3.79727710274864	4.11379523647521	3.84876507735833	3.63116508582731
METTL7B	3.94238961006195	4.51492692533887	4.5928119734936	5.18380626309003	3.62924985536206
MUC17	4.3413252193891	4.6990056548053	4.7874892280446	6.43254076167296	3.62257680959389
P2RY2	2.66864654619948	3.07802791879802	2.56859123001549	2.87628406374994	3.60888796768323
TM4SF5	3.71330538980749	3.95208090737883	4.22193899550282	4.66094151574115	3.57879144437879
ELMO1	4.63231574680963	4.0370526927833	4.7310855248206	4.04600791392246	3.57836266172061
