GeneSymbol	Desnoplastic	Stroma Activated	Immune classical	Pure classical	pure basal-like
CILP	5.28983198748042	3.6004526540971	3.55883327245449	3.21789824126776	3.57773805402013
USH1C	4.05120186838945	4.4933760762567	4.11765302885213	5.17728009838752	3.57161427874815
CD27	4.05836683952012	3.56243089298942	4.2375491593819	3.71531245833893	3.57144253672578
SELENBP1	3.88151615027314	3.82022370316025	4.09261223790068	4.65148846826345	3.54928856679863
PTGIS	5.3894612310846	4.7679401304947	4.75083022507256	4.34295054127443	3.496549595843
ANXA10	4.27293794325562	5.08644765726692	5.49590248908654	6.64279450597427	3.47519640693303
PLA2G10	4.13276537424111	4.45150931429484	4.978123945362	5.73792637742697	3.46393508668064
IGF1	5.92315957869657	4.20703879553872	4.67566464869463	3.9592400236009	3.45818793173807
FOXD1	2.61078544683178	2.90354822948555	2.66228277230371	2.75738721412719	3.44872573705135
SEPP1	5.1559773676679	4.3265120962695	4.95987360770316	4.5417500299835	3.41130113699742
TMEM200A	3.96846107987757	4.29228696386009	3.92507178085684	3.52997791736626	3.41122958244116
EBF1	4.29139831695109	3.71879912689389	4.01017395300018	3.56455185182278	3.33431063824518
SASH1	4.12284659836901	3.67302633703872	3.95633107540312	3.65121077703105	3.32989746136077
OSR1	4.04468780040531	3.59058401934494	3.7913073723384	3.41493157036351	3.31676481789733
FLRT2	4.61518407148546	3.80828097246536	4.37195128182514	3.69552154436295	3.31203537037172
S1PR1	4.38043266479543	3.65691337985728	4.20294057024434	3.70822193367274	3.25922759436065
PRR15	2.9688012233419	3.50439379920876	3.61965915535821	4.20649392804329	3.1773135463633
HMGCS2	3.41598997096703	3.52723680222568	3.97137387623406	4.84200331033048	3.17184461196467
HNF4A	3.86673630601638	4.14083481228177	4.71234720528822	5.3146280118755	3.13039024706605
P2RY13	3.76622468372946	3.41357224316461	3.98445480624158	3.55541398840771	3.12784832007021
GZMK	4.09102993160044	3.38601784730145	3.74586098597335	3.42477391608129	3.11786502254165
ASPA	3.37627725070542	3.20828725535756	3.57249167657403	3.21197884807368	3.1111150792753
ISOC1	3.24102207818744	3.19730268143507	3.63099829584519	3.40118112128354	3.11077239639583
CD200	4.01927734030363	3.46356322541899	3.30171012617028	3.11510923657732	3.08084936138685
GSDMC	2.23701647373527	2.41581798966669	2.44645353667587	2.30429936613026	3.07883372662663
NFATC2	4.05559086164348	3.44876520643973	3.42290123952752	3.48752870767345	3.04753721322861
SFRP4	5.28496261856233	4.2145055823137	5.05237714474008	3.99845063701875	3.04648802009711
CCNB1	2.02585697273388	2.37777962312472	2.17159347356832	2.43139409241201	3.00176001799143
LYPD3	2.17709532728571	2.51920269328402	2.19035581700436	2.26085198317934	2.98979040665128
NOSTRIN	3.67811531940913	3.54563094257976	4.03327092623552	4.41068519297697	2.90980306316083
CD48	3.71560662664359	3.04576895546016	3.6759141226845	3.09268640179058	2.88839788181566
KIF18A	2.15872211097137	2.30537838771473	2.31698533136216	2.30137807061317	2.84936541558507
NR1I2	2.98581290861695	3.24224727493746	3.21554558581959	4.14290418506233	2.81255347150407
SMPD3	2.7648909452742	3.05181023205343	3.05867543163814	3.72325518567772	2.79066670398714
WNT8B	2.89266542997624	2.82760878437091	3.23289261081724	2.86784177731497	2.78904866263872
FABP4	4.28114033048255	2.86323929584641	3.16844031852141	2.73814151020076	2.76561462212245
CLUL1	2.58393979238776	2.54841895421608	2.95435694379931	2.61089637040645	2.74776399624229
FREM1	3.11534376349678	2.95884796881603	3.280800578867	2.84476342243061	2.74559319189556
CLRN3	3.22083476878613	3.59573850492423	3.91046421861516	4.55770793608903	2.72437681860857
ITGA7	3.58523588827122	2.7745622855608	3.07530436710703	3.02757531844084	2.72263253789659
CA2	2.86702989493322	2.85681443299926	4.23980638810313	4.25286483411643	2.7021165010172
AOX1	3.4711519017833	2.85329598351308	3.10240744850686	2.86171746573517	2.68931186642293
CD36	3.69910068004768	2.70869624252087	2.96567327664895	2.77843959891571	2.68832454271503
AKR1B10	3.06851230047336	3.36317182742943	4.07815089272818	5.11990279624828	2.6294541945848
ALDH1L2	3.06129166166471	2.61886209175502	2.69424582376747	2.46359613478768	2.56961416731916
ZBED2	1.93726934229425	2.16129923351225	1.93598479586088	1.89433903129681	2.5617454155761
SPIB	2.59477832170084	2.49141622240918	3.00382508102352	2.62410857933283	2.54682012985089
KCNA3	3.17342949246115	2.65664242712203	3.29119036985486	2.69177350447373	2.54271106035389
MYO1A	2.62909640960096	2.76192162012252	2.87200397516041	3.41694480449859	2.5370187729101
PYHIN1	2.91058407860153	2.51636825466394	2.98266637806574	2.57230471049332	2.51473549409061
ADAMTSL3	3.00550102204601	2.71454261731918	3.21656409541076	2.84052546588463	2.50683302784046
PIP5K1B	3.01555838032407	2.9409766779097	3.81195272593526	4.50298020966026	2.49743170585544
PAQR8	3.11318861991443	3.18351810089647	3.68108625916452	3.98523917199163	2.4923895145831
TMEM45B	2.49496906603118	2.69202432135728	3.05585525398988	3.5904576719729	2.49065506289009
KEL	2.4500665915916	2.36936220644929	2.75520583683819	2.31461249954783	2.47974786820702
GAPT	3.21129987090362	2.81813087032116	3.49908697721613	2.94250945433207	2.47770102586625
ARHGAP15	3.40190396128351	2.69682304376381	3.25964486520243	2.73862267327668	2.46846880332877
GJB6	1.48626655996214	1.74996671266151	1.68916881812331	1.50304915364304	2.46671198366676
TTLL6	2.55971769666754	2.52474662511471	2.93236646245227	2.67496767306397	2.45518251196678
RFK	2.69837387945455	2.69984642776868	3.27833925511529	3.02798740635298	2.45162756243133
LELP1	2.41150470111168	2.42129193894245	2.70739910728519	2.43847892660529	2.44068145425168
NMBR	2.38685725967472	2.40177212624163	2.76311793661812	2.4004225196746	2.42605246354255
KLRB1	3.22465275764114	2.55537823895591	3.39099360919879	2.85908512995994	2.40510223826393
WT1	3.39959390805247	2.51321760161721	2.33553851375248	2.13026975715116	2.38452663757674
FMO5	2.65058924582859	2.6894880348948	3.41135319580547	3.59929096069547	2.37598629998112
ANKS4B	2.32625891593509	2.34452463326761	2.84380876823143	2.71119974575049	2.36058418900842
LRRK2	3.30552309333032	2.80350050691369	3.1415268065746	2.75731824604596	2.31069926720414
KIR2DS4	2.21407875640435	2.24643091502587	2.58306010212046	2.30824628675543	2.30985864241664
OGN	4.67823231054963	3.32363116032266	4.58450934292571	3.57113217811558	2.27392105294572
TMEM156	2.26592415955555	2.11220769677908	2.57700096159946	2.11316283581344	2.26720951587105
CDCA7	2.14019637429468	2.20073224023811	2.8133645579483	3.15529990012006	2.26498676566583
ART4	2.69104654725154	2.4467745951295	2.93658859245371	2.43354183721355	2.24891175151869
C8B	2.24003409410524	2.23076413249707	2.57011965700807	2.25253781492291	2.23214885279083
TOX3	2.89663900582227	3.45429493804601	3.58366613440096	4.07208886085147	2.21690030170702
RGS7BP	2.70185628646488	2.49231570035722	3.07056869458751	2.7374928485541	2.16880233292439
TXNDC16	2.65342551030496	2.55205228792711	2.93051977825455	2.67083418512017	2.16744882395999
HEPACAM2	2.20305856980788	2.08265182742849	2.65289034805414	2.31000319088854	2.13170658782413
ZNF433	2.15908704558997	2.06526071569981	2.40996070092151	2.04513087822242	2.0831449854938
CBFA2T3	2.6402771717272	2.18179911829454	2.759075383963	2.31376769637589	2.06216022506453
CXCL11	1.86369248736421	1.69546538582153	2.45428762514102	1.80867535622157	2.05175650877481
RFXAP	2.18232842038415	2.03040067117078	2.40824803341762	2.08546628906426	2.03934156951382
PCDHB1	1.95214077846301	1.9306033968452	2.22612965505261	1.9705739244988	2.00602510668958
KIR3DL1	1.8469679262164	1.86847607627336	2.17712869106634	1.91556045946005	1.98411504923479
CCL15	2.11131535509813	2.02577311943817	2.80800178318617	2.67816823761924	1.97849242243824
SULT1B1	2.10302687787842	2.34105733671729	2.77529637441607	3.66862452624081	1.94025874956557
CCDC141	1.9806816219433	1.86448588833146	2.22494186302854	1.88215941768619	1.91309837457054
CYP2C18	2.36643997053827	2.55923994145917	2.98621305382197	3.804018733351	1.89712515350458
STAP1	2.12217498283023	1.89212945643923	2.45677447990801	1.92889979667515	1.89139623921639
SLC8A3	1.94631683294616	1.8391050127708	2.23248727288299	1.9263510822915	1.85798588920443
KCNA1	1.87980442582921	1.87324563211415	2.1593068995331	1.83034830737416	1.85726536616219
TRAT1	2.18576584695851	1.77143928247279	2.22848869189848	1.88125540178493	1.85477350631084
WNT8A	1.7649618161686	1.72983846123578	2.09984069949818	1.73578548206528	1.85300718345824
ATP4B	1.74924191596984	1.69477859561235	2.0525506323119	1.76160114213508	1.81873290164525
VN1R4	1.64440875286702	1.56739769891039	1.97990564686789	1.66425969954899	1.7616232902638
CDO1	2.32694565293013	1.944267163506	2.37859794546271	1.92713411163429	1.74416060193369
ZNF233	1.65266108245033	1.67798702785683	1.98691661863035	1.72485378385829	1.73685191826294
CYP2C19	1.78404407370029	2.00503196431409	2.37127246977465	2.91023299096557	1.71895749846017
NR3C2	2.11548956289726	1.99193878187961	2.41707858878314	2.38582151575126	1.68004766587415
ZSWIM2	1.69587068598907	1.65683707699095	1.94265541747431	1.67914310562286	1.66918648492193
AK7	1.7779943873653	1.8767600577268	2.27768466402054	2.11408116698631	1.66145309382664
PLCXD3	1.82308913373293	1.66636357394956	2.10912266760479	1.68676224557563	1.59378955609624
GPR18	1.65183712101347	1.40883921176392	1.82202914944033	1.46328879870532	1.52649893106663
CRISP2	1.38660526832201	1.37428441650083	1.68831125341635	1.43346788700728	1.39708538289405
PDCL2	1.2768423896219	1.26967973028435	1.51911697823444	1.27917791406273	1.35873201661744
