"Classical"	"Basal"	"Exo"	"Imm"	"hgnc_symbol"
"MAP3K9"	-0.264083758669341	0.765483551506163	-0.778576505579969	-0.391133616261613	"MAP3K9"
"RALA"	-0.0384311380623667	0.418581667490713	-0.584800482788078	-0.288954324476118	"RALA"
"BAIAP2L1"	0.879215665093076	0.0244489017802995	-1.17221289049294	-1.73872692735006	"BAIAP2L1"
"ALDH3B1"	0.532709205639225	0.234475594795672	-1.26265485466421	-1.04148405595288	"ALDH3B1"
"TTC22"	0.789456366171918	-0.0883193866031679	-0.832864953364377	-1.27619659529489	"TTC22"
"PHTF2"	-0.668527390467035	0.324786114997377	-0.168969423916204	0.720106371506807	"PHTF2"
"FARP2"	0.618761327759521	-0.387983730105736	-0.375642686332326	-0.47853867316227	"FARP2"
"USH1C"	1.61061403637967	-1.40564160016604	-0.694181510179316	-1.17779524337212	"USH1C"
"TBXA2R"	-0.497812079021636	-0.0494115962237305	0.129615458886278	0.783377532762069	"TBXA2R"
"GTF2IRD1"	0.28553623922633	0.31742908405617	-0.747584218882862	-0.790504840915198	"GTF2IRD1"
"ARHGAP44"	0.430504331191089	-0.773967759245702	0.292001362074659	-0.0315571982470831	"ARHGAP44"
"SCIN"	1.10660258781789	-0.728196625143667	-0.708809202627814	-0.909216356333599	"SCIN"
"ARSD"	0.559713446855972	-0.307516204036759	0.0462436983992631	-0.796463614816139	"ARSD"
"MARK4"	0.0693891167700417	0.186570950498736	-0.41064704406737	-0.19445269213217	"MARK4"
"PROM1"	0.792411432919608	-0.663401322748831	0.3729380725281	-1.15805436450138	"PROM1"
"CEACAM21"	-0.642436975463558	-0.782492319144641	0.0463512215721928	1.60133400770887	"CEACAM21"
"PAFAH1B1"	-0.20783053542003	-0.127726571412115	0.126753878562079	0.444375781017222	"PAFAH1B1"
"DNAH9"	-0.41233467910621	-0.510192220372236	0.942707568208297	0.607464920193625	"DNAH9"
"KIAA0100"	-0.151395734413345	0.12651458139999	-0.165256784955268	0.18791118846273	"KIAA0100"
"GAS7"	-0.802065326621014	-0.312504620358558	0.241517464918263	1.3201996092333	"GAS7"
"TRAPPC6A"	0.658526867016225	-0.286008324064843	-0.607497175975708	-0.604222798574009	"TRAPPC6A"
"MATK"	-0.523774355661181	-0.86109422368377	0.342057278924068	1.39023980973374	"MATK"
"CD79B"	-1.86809388079248	-2.12377755091233	-1.11203044947964	3.46808469996988	"CD79B"
"SCN4A"	-1.31469189784355	-1.02473599834927	0.73405070925989	2.06106647976644	"SCN4A"
"PAX6"	-1.15262689262099	-0.880035162430384	0.0979281233138119	2.09757295449407	"PAX6"
"RHBDF1"	0.470328482692772	0.114886245233269	-0.995630883029565	-0.703081000887961	"RHBDF1"
"CACNA2D2"	-0.963476766785373	-1.3085387955736	0.346878543814147	2.04801747758843	"CACNA2D2"
"PIGQ"	0.365266930913548	-0.0238917132739128	-0.407208934938278	-0.486317906410418	"PIGQ"
"SELE"	-0.902417282290514	-1.67532349353402	0.464187852482934	2.08042623629265	"SELE"
"MYLIP"	-0.19512774320518	-0.485792614954883	0.480545729327358	0.59386903564147	"MYLIP"
"JARID2"	-0.498020212763377	0.260398613033405	-0.203129533943979	0.578293628572295	"JARID2"
"CAMK1G"	-0.363022223818111	-0.463749367014304	0.116830639438803	1.01229271543848	"CAMK1G"
"CYTH3"	-0.356532192917087	0.0332013666630261	-0.0292572642722194	0.563655817756573	"CYTH3"
"ADAM22"	-0.518845919881698	-0.426031931809918	-0.0671679035132725	1.22014557939843	"ADAM22"
"SYPL1"	0.336268950226801	-0.0756489514083899	-0.309242065162818	-0.388121930938153	"SYPL1"
"CYB561"	0.24840763202755	0.268337816945468	-0.494383957430397	-0.728950318566654	"CYB561"
"SPAG9"	-0.349405348817345	0.138110668767851	0.128902895723749	0.344225621221144	"SPAG9"
"MPND"	0.486689266530301	-0.271921440251347	-0.331556850849621	-0.388351989375196	"MPND"
"CRY1"	-0.0702935723705943	-0.458585509603939	0.00721542268321764	0.642713676035562	"CRY1"
"PGLYRP1"	-0.214093110096429	-0.280896872196537	0.253515561183169	0.565779353315011	"PGLYRP1"
"MMP25"	-0.466319699414038	-0.341163138447219	0.269180878123519	0.959503273225784	"MMP25"
"CSDE1"	-0.192539524139849	0.121193933360674	0.035682703586358	0.157903106140324	"CSDE1"
"REV3L"	-0.575256856290271	-0.527873326176394	0.589998094658297	1.06647508581528	"REV3L"
"IYD"	2.23838016044284	-2.54743604692518	-1.13439061001486	-1.12012472599694	"IYD"
"TRAF3IP3"	-1.37142888550534	-1.40073103280529	0.049983860928247	2.54236096613023	"TRAF3IP3"
"MLXIPL"	0.59273271963345	-1.58767902418788	0.21229691285919	0.403876862388939	"MLXIPL"
"ETV7"	0.889461135884356	-0.580228161179649	-0.426218902464604	-0.784882373988543	"ETV7"
"UQCRC1"	0.374534192391851	-0.103179610882159	-0.233370395121627	-0.478003234930741	"UQCRC1"
"HHATL"	-1.0504499667489	-0.899066370048593	0.238140978149033	1.99700397130433	"HHATL"
"IFFO1"	-0.429915696682395	-0.167629586772939	0.0247270691152785	0.852556550061677	"IFFO1"
"SEMA3G"	-0.768029223331224	-1.03111619641461	0.441328089673408	1.67599589675015	"SEMA3G"
"NISCH"	-0.0875482411583403	-0.390109431389072	-0.0148514897890396	0.60801872618345	"NISCH"
"STAB1"	-0.710323096608875	-0.273982662696627	0.542681743207495	1.04046770630917	"STAB1"
"FUZ"	0.408982008201946	-0.0685858744925716	-0.272983684160462	-0.599947786361525	"FUZ"
"IDS"	-0.313822049153762	0.0163648425833073	-0.286974177828875	0.631293897233285	"IDS"
"PRSS3"	-0.166403535997518	-1.34541055193044	2.43118951348969	-1.39795602207182	"PRSS3"
"CD4"	-0.623913209027193	-0.423377927127594	0.454893819420338	1.10993240851468	"CD4"
"BTK"	-0.997711987754883	-0.931684914132988	-0.0119114918982253	2.02147616268229	"BTK"
"FYN"	-0.604059635716871	-0.432856776452645	0.138809307113827	1.23975323444762	"FYN"
"HIVEP2"	-0.54886483117178	0.306581042714401	-0.0330972931407156	0.516996574881546	"HIVEP2"
"FMO1"	-1.32139138580499	0.39203626339285	0.664339199012413	0.988036522166267	"FMO1"
"LYPLA2"	0.27872636476635	0.136434111596042	-0.537788988394424	-0.503193508812934	"LYPLA2"
"MRC2"	-0.868828367576469	0.626149963361984	-0.309461551026688	0.667630399855888	"MRC2"
"TSPAN9"	-0.469328791387598	0.301288483909134	-0.0644607384386571	0.420251593073021	"TSPAN9"
"RNF216"	-0.172519235366727	-0.0895265809331284	-0.0550408951982007	0.440199225819671	"RNF216"
"PTBP1"	0.264702858938024	-0.0703840169436777	-0.373754455359533	-0.204355459381591	"PTBP1"
"SYT7"	-1.06620773247769	-0.578833997791275	0.0372964475640343	1.84823112295657	"SYT7"
"ANLN"	-0.356232420619278	1.20425535919224	-1.21245667966715	-1.09880730997932	"ANLN"
"DCN"	-0.800774456791468	-0.370298366750685	0.24216569042782	1.36096722655788	"DCN"
"CEP68"	-0.223620629704782	-0.34735631116162	0.332675004930247	0.589006256669023	"CEP68"
"ZBTB32"	-0.605270937134066	-0.833785800262903	-0.0386639618955426	1.63458529734871	"ZBTB32"
"TMEM159"	0.577956001750375	-0.000585145472407686	-0.92107364590757	-0.781184210384573	"TMEM159"
"CD22"	-1.99397343990379	-1.94857904268541	-1.13829723843738	3.5064492676861	"CD22"
"PRICKLE3"	0.420683270551068	0.0842954188673098	-0.8059343154549	-0.604834172745823	"PRICKLE3"
"EXTL3"	-0.246352493209193	0.081358998646012	0.0341695600731175	0.303344292113313	"EXTL3"
"NR1H4"	0.481510628114454	-0.623600479283855	1.14970793802147	-1.66611911146079	"NR1H4"
"ELOVL5"	-0.518075774749437	0.0186233055805038	-0.117760658974337	0.83951220747497	"ELOVL5"
"MAP4K5"	-0.213873761674649	0.1912543270613	-0.265690191930578	0.254602496764437	"MAP4K5"
"EHD3"	-0.639883161919924	0.0463112544160852	-0.0852611852430781	0.953462665851066	"EHD3"
"SLC7A14"	-1.92077648104163	-1.47056711195606	0.181366435623313	2.96057850067799	"SLC7A14"
"CLDN11"	-0.875866103747342	-0.0669151715714576	0.162762191922089	1.23186654093656	"CLDN11"
"SLC25A39"	0.420923001181931	0.00524575980749535	-0.566011343813288	-0.581172506967344	"SLC25A39"
"MVP"	0.579097183378385	-0.154655418246897	-0.567485962186851	-0.671517536585561	"MVP"
"RWDD2A"	-0.0981331254054107	-0.387357973633349	0.338806845743175	0.441956654963648	"RWDD2A"
"ANGEL1"	-0.24221293485682	-0.310362004658024	0.369042332465805	0.55735739895409	"ANGEL1"
"HEBP1"	-0.0867977431839597	0.261466222257487	-0.164402543578431	-0.137712271775508	"HEBP1"
"GPRC5A"	0.646463999206489	0.257500194725001	-1.44044426648453	-1.4175317915678	"GPRC5A"
"MAMLD1"	-0.541333385309281	-0.223367532118654	0.263523784645857	0.941370250303454	"MAMLD1"
"CD6"	-0.924249033675142	-1.03391096272171	0.0307968807440316	1.9923441948303	"CD6"
"UFL1"	-0.0442462859546196	-0.243785895224639	0.2820467197958	0.222743034334138	"UFL1"
"CAPN1"	0.294717724798295	0.236882660262144	-0.621529150706836	-0.702696670868776	"CAPN1"
"MTMR11"	1.58854810875845	-1.04566149662791	-1.24304514563423	-1.3473998338352	"MTMR11"
"COX15"	0.477470688900745	-0.361036784055068	-0.326560380273991	-0.238632774230938	"COX15"
"ZMYND11"	0.111388290302433	-0.4972302945372	0.161334305966668	0.317363775676223	"ZMYND11"
"WAS"	-0.865765121871366	-0.807566577484679	0.146636954368098	1.76679402192816	"WAS"
"DPEP1"	0.130262927941029	-1.41637250422807	1.18400626061429	0.263411775809067	"DPEP1"
"NPC1L1"	1.80501120992908	-1.73469830725487	-0.881909030532556	-1.10138237717369	"NPC1L1"
"XYLT2"	-0.0984676499139762	0.365723913996172	-0.31456441527131	-0.206716166960848	"XYLT2"
"CHDH"	0.951705660738905	-0.943574287844555	0.276451087486654	-1.00437219314651	"CHDH"
"GLT8D1"	-0.116194165657691	0.109709935334777	-0.234372617951953	0.184648009436243	"GLT8D1"
"ATP2C1"	0.0110207163369985	0.271695183576095	-0.344348246362471	-0.254299744025664	"ATP2C1"
"IGF1"	-2.3502934915196	-1.70890998649221	0.922172365613793	2.93401084176431	"IGF1"
"SLC38A5"	-0.0564145861121701	0.924719597601398	-0.597523395968525	-1.65544981725861	"SLC38A5"
"RALBP1"	0.101673706909714	0.23415985374143	-0.486754893027808	-0.305747407401358	"RALBP1"
"WWTR1"	-0.474731383826019	0.211686661576165	0.344885675106425	0.318098856534145	"WWTR1"
"TTC27"	0.0536925358993698	0.133688425385966	-0.339723927350039	-0.113137419329044	"TTC27"
"ZNF582"	-0.291991620442024	-0.536077008718055	0.375231321124591	0.854133293636936	"ZNF582"
"VSIG2"	1.75859374305961	-1.08997685233888	-0.945737250465772	-2.09428425497396	"VSIG2"
"PHLDB1"	-0.458632538934765	0.0266954589347006	0.0852132449951691	0.661302412114027	"PHLDB1"
"CYP24A1"	-1.69258247452704	2.88746664280941	-2.73909281154519	-2.42603233168772	"CYP24A1"
"SYT13"	1.1222127096407	-1.28279495459157	-0.71965872842444	-0.237158224018386	"SYT13"
"SNAI2"	-1.42269726902877	1.50861634972177	-0.578725901390482	0.175244583396418	"SNAI2"
"HGF"	-0.81749101873379	-0.897875308859503	1.01175498821835	1.35312277158304	"HGF"
"ZRANB1"	-0.228689675046749	-0.0179531228789109	0.0174433852213468	0.409956852230116	"ZRANB1"
"NCDN"	-0.145856992235236	-0.0274437047270153	-0.180798995624556	0.385729603889725	"NCDN"
"GPR124"	-0.687472570588342	-0.31783474288476	0.463719414889112	1.09293579594686	"GPR124"
"MNAT1"	0.150152810675867	0.183292784348005	-0.447634302183109	-0.344478704644143	"MNAT1"
"SAMD4A"	-0.573392639727079	0.178757294100225	-0.11056773018739	0.739159456099806	"SAMD4A"
"RUNX3"	-0.379311587448158	-0.817532697662715	-0.223098278498346	1.39402723946595	"RUNX3"
"SERPINB1"	0.696964823972995	-0.232693135808129	-0.365749108639819	-0.980768843314006	"SERPINB1"
"FHL1"	-1.19243495119851	-0.67786289304362	1.13810940361871	1.49931143670822	"FHL1"
"GABRA1"	-0.451269275612773	-0.35801532281576	-0.0827500633115316	1.13293759136646	"GABRA1"
"ZDHHC6"	0.422877386793332	-0.246395342543348	-0.387968306941939	-0.257781807801216	"ZDHHC6"
"GRAMD1B"	1.03568784066764	-1.35406379605292	-0.350650877041338	-0.189526793167665	"GRAMD1B"
"RB1CC1"	-0.194725883198151	0.241380563701274	-0.107034556772822	0.0681213406686811	"RB1CC1"
"ALAS1"	0.613829957024019	-0.473690111748198	-0.324866569663635	-0.368823460121727	"ALAS1"
"GLRX2"	0.484615985106129	-0.226986862036755	-0.512909203488792	-0.347352110928125	"GLRX2"
"SNAPC1"	-0.191022792411307	0.356026706807715	-0.421575887940189	0.0451756904248967	"SNAPC1"
"DERA"	-0.00786390945669963	0.3749225016984	-0.346277484230894	-0.406175837245455	"DERA"
"STRAP"	-0.243840241553314	0.327633084479862	-0.225940729374634	0.0904335050446327	"STRAP"
"DEF6"	0.0575512206819484	-0.594186158502689	-0.43187661513908	0.75840913152382	"DEF6"
"PLEKHO1"	-0.572535711282357	-0.196785829765098	0.274452672567235	0.944319133322025	"PLEKHO1"
"EHD2"	-0.0374768305046757	0.349493206645796	-0.561667938763424	-0.176159935949279	"EHD2"
"DEPDC1"	0.00920722765953061	0.639367472754811	-1.0359449081445	-0.668528463565148	"DEPDC1"
"CCDC28A"	0.212247801673257	-0.428245027779695	0.0504576313355842	0.138500775462458	"CCDC28A"
"RRAGD"	-0.385052555258902	-0.271690102752976	0.374833682614236	0.722066640918306	"RRAGD"
"HSF2"	-0.232592512668098	-0.177436095310783	0.233284165795914	0.485368617341362	"HSF2"
"PHF20"	-0.297608005790384	0.0760639928794053	-0.243423204389739	0.522974547459547	"PHF20"
"NR1H3"	0.59945907310172	-0.486314514882841	-0.383222581113375	-0.284675825775873	"NR1H3"
"TOMM34"	0.303236532714077	0.0480841492877889	-0.577601748348807	-0.375373250014188	"TOMM34"
"VIM"	-0.685705445864755	0.194037790982346	-0.127932136777475	0.871974764332148	"VIM"
"CD44"	-0.282295701843233	0.642901496460965	-0.243382024142386	-0.381443557332266	"CD44"
"AGPAT4"	-0.329106007143728	0.225715251200567	-0.22706529197754	0.378707846643473	"AGPAT4"
"BTN3A1"	-0.104094583154503	-0.377034620952592	-0.0611012390210662	0.642847118190204	"BTN3A1"
"PRKCH"	-0.57174244975971	-0.466865338341315	0.367700145836839	1.12883481419354	"PRKCH"
"INSRR"	-0.503256310483903	-0.513247937161908	0.435618849293306	1.07679828246272	"INSRR"
"VRK2"	-0.0396099880068033	0.1781627190985	-0.244007381631268	-0.0517420230409969	"VRK2"
"TNFRSF1B"	-0.35667101308562	-0.561407053763809	0.265703303057063	0.987447401247329	"TNFRSF1B"
"VEZT"	0.24233138028185	0.0980035020755606	-0.421348214753734	-0.412448361472572	"VEZT"
"POU2F2"	-1.07656078982566	-0.877169674415225	-0.12993783892607	2.103639462603	"POU2F2"
"ARNTL2"	-0.39975431770379	1.12988276404773	-1.05862153546593	-0.807139385296552	"ARNTL2"
"ANK1"	1.04140018381128	-0.610278584448084	-0.809504633705641	-0.880233510447694	"ANK1"
"IBSP"	-0.549074488079555	1.11947032165326	-1.41477993501242	-0.298899862969641	"IBSP"
"HMGB3"	-0.171813236113013	0.599285148085521	-0.608508371701953	-0.335199893882652	"HMGB3"
"MUSK"	-0.778284336511542	-1.3347971115276	0.633913280458416	1.78823360318966	"MUSK"
"IKZF2"	-0.187455740523047	0.516696858437338	-0.375691308931039	-0.265301714585475	"IKZF2"
"FAM13B"	-0.10255858580724	-0.447697469283721	0.359279628422684	0.492157064041377	"FAM13B"
"ARHGAP31"	-0.543103190414849	-0.329693477393847	0.247314190145405	1.03941875627499	"ARHGAP31"
"CENPQ"	-0.121651784267932	0.231889269848003	-0.225401836939662	0.00924611092113481	"CENPQ"
"TSSC1"	0.348947494268373	-0.0697759327931495	-0.513500632357601	-0.309085395076965	"TSSC1"
"IFT88"	0.511693069662852	-0.519808706642571	-0.246801199587483	-0.134582573231236	"IFT88"
"CHPF2"	0.014869438314155	0.133491464524222	-0.413105576276645	-0.000627446597447647	"CHPF2"
"LRRC7"	-0.0132268991737866	-0.59317875635078	1.10513981738275	-0.148199649418176	"LRRC7"
"FUT8"	0.552054117924863	-0.464248456606586	-0.222472606440181	-0.311779253419782	"FUT8"
"UBA6"	0.0853487736688273	0.303452632785538	-0.575704456331491	-0.351510676561156	"UBA6"
"GAB2"	0.0927499855354746	-0.523357356774149	-0.0684848786302711	0.495444057181172	"GAB2"
"ATP6V0A1"	0.317883970602951	-0.568728019487777	-0.191126271960728	0.236950720694858	"ATP6V0A1"
"PEX3"	-0.104936491580959	-0.263986517096662	0.282318104338188	0.351623874639378	"PEX3"
"SH3YL1"	0.743827204684578	-0.400150638971241	-0.125492953622982	-0.976064460733736	"SH3YL1"
"FAM136A"	0.34134448534023	-3.46390795989852e-05	-0.414501320737044	-0.468265031252856	"FAM136A"
"DAPK2"	0.580660810478453	-0.541630567148401	-0.329115923729095	-0.195216503352424	"DAPK2"
"STAP1"	-1.68685106397923	-1.68319930922006	-0.953201730490753	3.20671388245984	"STAP1"
"TIMP2"	-0.714306684363637	0.577938697168458	-0.393317897752268	0.554733025022973	"TIMP2"
"RFC1"	-0.173655847367502	0.171533981804174	0.00901495512669582	0.0671770814567028	"RFC1"
"TBC1D23"	-0.032418231859141	0.112580246178402	-0.203651514804292	0.0133008431901674	"TBC1D23"
"CYP46A1"	-0.670727419929105	-0.351584467742656	0.61446816306062	1.03396306653628	"CYP46A1"
"USP2"	-0.745425826588055	-0.32353224772578	0.464505915927136	1.17160951897354	"USP2"
"CASR"	0.901069880547143	-1.71924294564895	0.312885448501205	-0.0928237994193143	"CASR"
"RPL26L1"	0.0256552457871087	0.181370725510068	-0.458004979833706	-0.0728456604659396	"RPL26L1"
"FLT4"	-0.619983846051481	-0.132097248251015	0.548009508107014	0.798632037410261	"FLT4"
"MFAP3"	-0.406510210206307	-0.00573310245507134	0.179938851304405	0.578268109343604	"MFAP3"
"MRI1"	0.452484905390441	-0.178455858755663	-0.471999625224196	-0.380826202258827	"MRI1"
"PI4K2B"	0.484081985765959	-0.29074857967143	-0.318946775799487	-0.360810144800629	"PI4K2B"
"TLL1"	-0.855374920166101	-1.17098644187445	0.87772268766282	1.63898656521662	"TLL1"
"TRIO"	-0.372191878832992	0.330136280804057	-0.309137861965131	0.343243674958219	"TRIO"
"VCAN"	-0.869668497372161	0.555015612048137	-0.402702053766878	0.791362109895446	"VCAN"
"MSR1"	-0.814232757835582	0.0381759358096614	0.408219413487699	0.944927616312213	"MSR1"
"CDH1"	0.60764292120054	-0.0280512875821137	-0.627549056624563	-0.982765614730958	"CDH1"
"FAM65A"	-0.224612482126318	0.33215936806937	-0.484228317825668	0.170233392733628	"FAM65A"
"C6"	0.159681081730767	-1.29465605557429	1.90470248047884	-1.0337014463682	"C6"
"RAI14"	-0.45223338607788	0.485876560046836	-0.379403901913548	0.282145742843174	"RAI14"
"SOX30"	-0.242427124942056	0.627024430196274	-0.836832015178441	-0.135554215297575	"SOX30"
"PHLPP2"	-0.0231479354847297	-0.403848826848678	-0.189132756379728	0.617878239703718	"PHLPP2"
"SPDL1"	-0.087666974813264	0.263623485097117	-0.424691096606724	-0.000612239291866304	"SPDL1"
"RTN4R"	0.956264831368331	-0.324536271755309	-1.08742719704517	-1.06951624070411	"RTN4R"
"CDH10"	-1.29414385169027	-1.0263820025958	0.404542119874204	2.21283184989972	"CDH10"
"INPP4A"	-0.301793913500511	-0.20855211239281	0.0474848464885889	0.71005108592322	"INPP4A"
"RAB27B"	1.0196185136838	-0.440924368157679	-0.68804588523517	-1.25458131522028	"RAB27B"
"MYO16"	-0.526810103416073	-0.345823173537909	0.063935721497601	1.14464812257094	"MYO16"
"PARP3"	0.68953881742129	-0.282864096408311	-0.514287061278773	-0.747155014466408	"PARP3"
"TNC"	-1.33006408184535	0.827160813313977	0.661921877027971	0.468344889721824	"TNC"
"FAM65C"	-0.828916061383101	0.404763544639936	0.23836897769629	0.633879406053079	"FAM65C"
"AIFM2"	0.426144161538614	-0.225939223465226	-0.539300505087341	-0.214753711438648	"AIFM2"
"RETSAT"	0.808665302525716	-0.495771773985106	-0.672312382360836	-0.575686956382489	"RETSAT"
"ZPBP"	-0.123685725598852	-0.0426108749588712	0.296534722089241	0.0792592110324093	"ZPBP"
"ADAM28"	1.28759557798516	-1.0628067449639	-0.461924204783932	-1.01540554384619	"ADAM28"
"BARX2"	0.83360745203446	-0.0899315938203847	-0.5080795971578	-1.75527109171761	"BARX2"
